,ID,Is Library,Duplicated Count,Name Manual,Name Normalized - No Space,Name with Owner,Stars Count,Description,Keywords,URL,Homepage URL,Host Type,Fork,Created Timestamp,Updated Timestamp,Last pushed Timestamp,Size,Language,Issues enabled,Wiki enabled,Pages enabled,Forks Count,Mirror URL,Open Issues Count,Default branch,Watchers Count,UUID,Fork Source Name with Owner,License,Contributors Count,Readme filename,Changelog filename,Contributing guidelines filename,License filename,Code of Conduct filename,Security Threat Model filename,Security Audit filename,Status,Last Synced Timestamp,SourceRank,Display Name,Dummy,SCM type,Pull requests enabled,Logo URL,Name,Owner,Name Normalized,Host Repo IDs
323,3357616,y,2,,nemo,pmediano/NeMo,6.0,NeMo Spiking Neural Network Simulator (by Andreas Fidjeland),,https://github.com/pmediano/NeMo,http://nemosim.sourceforge.net/,GitHub,False,2014-12-06 16:36:21 UTC,2017-01-22 23:15:23 UTC,2015-03-13 18:09:20 UTC,545.0,C++,True,True,False,2.0,,0.0,master,2.0,27640889,,GPL-2.0,1,,,,,,,,,,4,GitHub,,,,,NeMo,pmediano,nemo,3357616
326,885225,y,2,,moses,opencog/moses,81.0,MOSES Machine Learning: Meta-Optimizing Semantic Evolutionary Search. To be supplanted by AS-MOSES https://github.com/opencog/as-moses but kept to guaranty backward compatibility.,"genetic-algorithm,genetic-optimization-algorithm,genetic-programming,machine-learning",https://github.com/opencog/moses,https://wiki.opencog.org/w/Meta-Optimizing_Semantic_Evolutionary_Search/,GitHub,False,2015-04-26 19:15:06 UTC,2018-10-10 05:42:45 UTC,2018-09-03 05:14:07 UTC,138412.0,C++,True,False,False,62.0,,10.0,master,38.0,34627021,,Other,58,README.md,,,LICENSE.Apache,,,,,2017-11-24 19:20:04 UTC,8,GitHub,,git,,,moses,opencog,moses,885225
327,37277614,y,2,molsets,moses,molecularsets/moses,28.0,Molecular Sets (MOSES): A Benchmarking Platform for Molecular Generation Models,"benchmark,drug-discovery,generative-models,machine-learning",https://github.com/molecularsets/moses,,GitHub,False,2018-11-28 11:51:17 UTC,2018-12-03 03:17:14 UTC,2018-11-30 19:20:52 UTC,101842.0,Python,True,True,False,5.0,,0.0,master,5.0,159494117,,,7,README.md,,,,,,,,2018-12-03 03:22:16 UTC,3,GitHub,,git,,,moses,molecularsets,moses,37277614
328,2412586,y,2,,mllib,irllabs/ml-lib,187.0,A machine learning library for Max and Pure Data,,https://github.com/irllabs/ml-lib,,GitHub,False,2013-11-13 21:01:01 UTC,2019-02-28 19:35:03 UTC,2019-02-28 19:35:02 UTC,86466.0,Max,True,False,True,29.0,,13.0,develop,48.0,14376302,,GPL-2.0,2,,,,,,,,,2017-11-24 18:29:56 UTC,6,GitHub,,git,,,ml-lib,irllabs,ml lib,2412586
330,39189699,y,2,,mlhub,ml-tooling/ml-hub,30.0,"🧰 Multi-user hub which spawns, manages, and proxies multiple workspace instances.","data-science,docker,jupyter,jupyterhub,machine-learning,python",https://github.com/ml-tooling/ml-hub,,GitHub,False,2019-06-26 15:05:50 UTC,2019-10-19 21:13:08 UTC,2019-10-17 15:29:24 UTC,603.0,Python,True,False,False,4.0,,0.0,master,5.0,193927718,,Apache-2.0,3,README.md,,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2019-10-19 21:13:08 UTC,4,GitHub,,git,,,ml-hub,ml-tooling,ml hub,39189699
332,757813,y,2,,minerva,dmlc/minerva,657.0,"Minerva: a fast and flexible tool for deep learning on multi-GPU. It provides ndarray programming interface, just like Numpy. Python bindings and C++ bindings are both available. The resulting code can be run on CPU or GPU. Multi-GPU support is very easy.",,https://github.com/dmlc/minerva,,GitHub,False,2014-12-05 05:14:25 UTC,2019-05-05 03:00:06 UTC,2018-11-01 02:00:46 UTC,36919.0,C++,True,True,True,174.0,,11.0,master,109.0,27575706,,Other,11,,,,,,,,,2017-11-24 18:50:30 UTC,7,GitHub,,git,,,minerva,dmlc,minerva,757813
334,186909,y,2,,metrics,benhamner/Metrics,902.0,"Machine learning evaluation metrics, implemented in Python, R, Haskell, and MATLAB / Octave",,https://github.com/benhamner/Metrics,,GitHub,False,2012-06-12 15:52:50 UTC,2018-07-16 19:07:54 UTC,2018-06-28 16:37:38 UTC,803.0,Python,True,True,False,339.0,,27.0,master,75.0,4639444,,Other,6,README.md,,,LICENSE,,,,,2018-07-16 19:07:48 UTC,8,GitHub,,git,,,Metrics,benhamner,metrics,186909
336,12467561,y,2,,merlin,CSTR-Edinburgh/merlin,845.0,This is now the official location of the Merlin project.,"deep-learning,keras,merlin,python,speech-synthesis,tensorflow,text-to-speech,theano,voice-conversion",https://github.com/CSTR-Edinburgh/merlin,http://cstr.ed.ac.uk/projects/merlin/,GitHub,False,2016-08-10 16:47:10 UTC,2019-03-29 08:18:32 UTC,2019-03-14 10:22:44 UTC,6841.0,Python,True,True,True,306.0,,185.0,master,94.0,65399782,,Other,1,README.md,,,LICENSE,,,,,2016-08-10 17:32:40 UTC,8,GitHub,,git,,,merlin,CSTR-Edinburgh,merlin,12467561
338,914914,y,2,,mallet,mimno/Mallet,709.0,"MALLET is a Java-based package for statistical natural language processing, document classification, clustering, topic modeling, information extraction, and other machine learning applications to text.",,https://github.com/mimno/Mallet,http://mallet.cs.umass.edu/,GitHub,False,2014-04-02 19:10:38 UTC,2019-07-01 09:53:18 UTC,2019-06-27 13:45:57 UTC,40762.0,Java,True,True,False,304.0,,98.0,master,83.0,18378040,,Other,18,README.md,,,LICENSE,,,,,2017-11-24 18:53:10 UTC,12,GitHub,,git,,,Mallet,mimno,mallet,914914
342,14331537,y,2,,lightgbm,microsoft/LightGBM,10242.0,"A fast, distributed, high performance gradient boosting (GBT, GBDT, GBRT, GBM or MART) framework based on decision tree algorithms, used for ranking, classification and many other machine learning tasks.","data-mining,decision-trees,distributed,gbdt,gbm,gbrt,gradient-boosting,kaggle,lightgbm,machine-learning,microsoft,parallel,python,r",https://github.com/microsoft/LightGBM,,GitHub,False,2016-08-05 05:45:50 UTC,2020-01-03 02:18:59 UTC,2020-01-03 02:06:54 UTC,10829.0,C++,True,True,False,2721.0,,41.0,master,448.0,64991887,,MIT,144,README.md,,,LICENSE,CODE_OF_CONDUCT.md,,,,2020-01-03 02:18:59 UTC,12,GitHub,,git,,,LightGBM,microsoft,lightgbm,14331537
348,32730110,y,2,,iml,christophM/iml,191.0,iml: interpretable machine learning R package,,https://github.com/christophM/iml,,GitHub,False,2017-10-25 11:36:53 UTC,2019-02-05 18:51:02 UTC,2019-02-05 16:59:46 UTC,4537.0,R,True,True,False,29.0,,7.0,master,11.0,108261564,,Other,4,README.Rmd,,CONTRIBUTING.md,LICENSE,,,,,2019-02-05 18:51:02 UTC,6,GitHub,,git,,,iml,christophM,iml,32730110
350,34841639,y,2,,hub,tensorflow/hub,2051.0,A library for transfer learning by reusing parts of TensorFlow models.,"embeddings,image-classification,machine-learning,ml,python,tensorflow,transfer-learning",https://github.com/tensorflow/hub,https://tensorflow.org/hub/,GitHub,False,2018-03-12 07:55:42 UTC,2020-01-06 12:07:45 UTC,2019-12-19 20:01:38 UTC,1680.0,Python,True,True,False,1080.0,,41.0,master,120.0,124853261,,Apache-2.0,34,README.md,,CONTRIBUTING.md,LICENSE,,,,,2020-01-05 08:10:04 UTC,11,GitHub,,git,,,hub,tensorflow,hub,34841639
354,9641756,y,2,,gym,openai/gym,19351.0,A toolkit for developing and comparing reinforcement learning algorithms.,,https://github.com/openai/gym,https://gym.openai.com/,GitHub,False,2016-04-27 14:59:16 UTC,2020-01-06 18:44:35 UTC,2020-01-02 10:21:18 UTC,4029.0,Python,True,True,False,5383.0,,76.0,master,973.0,57222302,,Other,208,README.rst,,,LICENSE.md,CODE_OF_CONDUCT.rst,,,,2019-06-21 22:14:56 UTC,13,GitHub,,git,,,gym,openai,gym,9641756
356,3050131,y,2,,giraffe,sangmichaelxie/giraffe,30.0,"Learning from Expert Data, Approximate IRL, and TD-Leaf for Deep Reinforcement Learning Chess, built on the recent Giraffe engine",,https://github.com/sangmichaelxie/giraffe,,GitHub,False,2015-10-07 22:16:16 UTC,2019-10-25 01:54:41 UTC,2015-11-27 21:39:35 UTC,4843.0,C++,True,True,False,14.0,,0.0,master,5.0,43847892,,Other,2,,,,,,,,,2017-11-24 19:44:47 UTC,4,GitHub,,git,,,giraffe,sangmichaelxie,giraffe,3050131
358,40137568,y,2,,gesturerecognition,NVIDIA-AI-IOT/Gesture-Recognition,56.0,Gesture recognition neural network to classify various hand gestures,,https://github.com/NVIDIA-AI-IOT/Gesture-Recognition,,GitHub,False,2018-08-02 23:31:46 UTC,2019-11-05 14:13:52 UTC,2018-08-05 04:32:56 UTC,4455.0,Python,True,True,False,19.0,,1.0,master,13.0,143354497,,MIT,1,README.md,,,LICENSE.md,,,,,2019-11-05 14:13:52 UTC,5,GitHub,,git,,,Gesture-Recognition,NVIDIA-AI-IOT,gesture recognition,40137568
360,38986496,y,2,,football,google-research/football,1739.0,Check out the new game server:,"reinforcement-learning,reinforcement-learning-environments",https://github.com/google-research/football,https://research-football.dev/,GitHub,False,2019-06-03 12:59:44 UTC,2019-12-04 09:46:10 UTC,2019-12-04 09:41:57 UTC,27377.0,Python,True,True,False,304.0,,2.0,master,82.0,190005983,,Apache-2.0,9,README.md,CHANGELOG,CONTRIBUTING.md,LICENSE,,,,,2019-11-28 11:30:21 UTC,8,GitHub,,git,,,football,google-research,football,38986496
362,29309986,y,2,,flow,flow-project/flow,393.0,Computational framework for reinforcement learning in traffic control,"autonomous,benchmark,reinforcement-learning,sumo,traffic-control,vehicle-control",https://github.com/flow-project/flow,,GitHub,False,2017-08-24 00:36:03 UTC,2019-11-28 14:48:44 UTC,2019-11-27 05:13:14 UTC,274702.0,Python,True,True,False,136.0,,117.0,master,39.0,101236992,,MIT,2,README.md,,,LICENSE.md,,,,,2017-10-13 01:14:41 UTC,7,GitHub,,git,,,flow,flow-project,flow,29309986
364,37265665,y,2,,finn,Xilinx/finn,128.0,"Fast, Scalable Quantized Neural Network Inference on FPGAs",,https://github.com/Xilinx/finn,https://xilinx.github.io/finn/,GitHub,False,2018-06-29 15:49:53 UTC,2019-11-19 14:39:10 UTC,2019-11-22 16:52:36 UTC,62367.0,Python,True,True,True,31.0,,13.0,master,20.0,139168534,,BSD-3-Clause,5,README.md,,,LICENSE,,,,,2018-12-02 02:34:17 UTC,8,GitHub,,git,,,finn,Xilinx,finn,37265665
366,852353,y,2,,fann,libfann/fann,948.0,Official github repository for Fast Artificial Neural Network Library (FANN),,https://github.com/libfann/fann,,GitHub,False,2013-12-01 03:48:49 UTC,2018-04-24 01:49:21 UTC,2018-02-24 11:40:57 UTC,9405.0,C++,True,False,True,271.0,,33.0,master,122.0,14833195,,LGPL-2.1,19,,,,,,,,,2017-11-24 18:45:38 UTC,8,GitHub,,git,,,fann,libfann,fann,852353
370,30724127,y,2,,emotion,petercunha/Emotion,266.0,:smile: Recognizes human faces and their corresponding emotions from a video or webcam feed. Powered by OpenCV and Deep Learning.,"deep-learning,emotion-recognition,facial-recognition,opencv,tensorflow",https://github.com/petercunha/Emotion,,GitHub,False,2017-11-13 15:11:28 UTC,2019-11-11 03:55:27 UTC,2019-02-22 11:56:03 UTC,9541.0,Python,True,True,False,118.0,,8.0,master,21.0,110563523,,MIT,1,README.md,,,LICENSE,,,,,2017-12-04 16:59:01 UTC,5,GitHub,,git,,,Emotion,petercunha,emotion,30724127
372,16190324,y,2,,elm,ContinuumIO/elm,31.0,Phase I & II of NASA SBIR - Parallel Machine Learning on Satellite Data,,https://github.com/ContinuumIO/elm,http://ensemble-learning-models.readthedocs.io/,GitHub,False,2016-05-13 20:19:46 UTC,2018-12-30 20:31:07 UTC,2017-12-18 19:28:23 UTC,22301.0,Python,True,True,False,19.0,,54.0,master,16.0,58769867,,,7,README_testing.md,,,,,,,,2016-11-23 18:50:53 UTC,5,GitHub,,git,,,elm,ContinuumIO,elm,16190324
373,186221,y,2,,elm,acba/elm,30.0,Python Extreme Learning Machine (ELM) is a machine learning technique used for classification/regression tasks.,,https://github.com/acba/elm,,GitHub,False,2015-02-03 14:35:57 UTC,2018-11-15 18:35:01 UTC,2018-11-13 16:45:24 UTC,109.0,Python,True,True,False,29.0,,5.0,master,5.0,30246964,,Other,1,README.rst,HISTORY.rst,CONTRIBUTING.rst,LICENSE,,,,,2018-11-15 18:35:01 UTC,5,GitHub,,git,,,elm,acba,elm,186221
374,35776778,y,2,,elf,pytorch/ELF,2933.0,ELF: a platform for game research with AlphaGoZero/AlphaZero reimplementation,"alpha-zero,alphago-zero,go,reinforcement-learning,rl,rl-environment",https://github.com/pytorch/ELF,,GitHub,False,2018-04-26 21:33:33 UTC,2019-10-12 18:15:59 UTC,2019-06-21 01:50:03 UTC,6423.0,C++,True,True,False,500.0,,39.0,master,176.0,131213051,,Other,5,README.rst,,CONTRIBUTING.rst,LICENSE,CODE_OF_CONDUCT.rst,,,,2019-10-12 18:15:58 UTC,7,GitHub,,git,,,ELF,pytorch,elf,35776778
375,25845449,y,2,,elf,facebookresearch/ELF,1807.0,"An End-To-End, Lightweight and Flexible Platform for Game Research","artificial-intelligence,cpp,deep-learning,gaming,neural-network,platform,python,reinforcement-learning",https://github.com/facebookresearch/ELF,,GitHub,False,2017-06-06 00:07:35 UTC,2018-11-15 13:45:19 UTC,2018-11-05 18:55:31 UTC,4753.0,C++,True,True,False,244.0,,28.0,master,124.0,93457875,,Other,12,README.md,,CONTRIBUTING.md,LICENSE,,,,,2018-01-17 03:56:43 UTC,8,GitHub,,git,,,ELF,facebookresearch,elf,25845449
376,26771604,y,2,,east,argman/EAST,1608.0,A tensorflow implementation of EAST text detector,"deep-learning,ocr,tensorflow,text-detection",https://github.com/argman/EAST,,GitHub,False,2017-07-31 10:56:36 UTC,2019-04-22 01:45:07 UTC,2019-02-17 14:18:30 UTC,2046.0,C++,True,True,False,623.0,,158.0,master,90.0,98879196,,GPL-3.0,2,readme.md,,,LICENSE,,,,,2017-08-02 18:09:55 UTC,7,GitHub,,git,,,EAST,argman,east,26771604
378,891695,y,2,,dlib,davisking/dlib,8412.0,A toolkit for making real world machine learning and data analysis applications in C++,"c-plus-plus,computer-vision,deep-learning,machine-learning,machine-learning-library,python",https://github.com/davisking/dlib,dlib.net/,GitHub,False,2014-01-29 00:45:33 UTC,2019-12-31 01:31:58 UTC,2019-12-28 13:31:38 UTC,23055.0,C++,True,False,False,2517.0,,49.0,master,494.0,16331291,,,138,README.md,,,,,,,,2019-12-14 19:26:54 UTC,14,GitHub,,git,,,dlib,davisking,dlib,891695
380,39651144,y,2,,delta,didi/delta,1012.0,DELTA is a deep learning based natural language and speech processing platform.,"asr,custom-ops,deep-learning,emotion-recognition,front-end,inference,nlp,nlu,ops,seq2seq,sequence-to-sequence,serving,speaker-verification,speech,speech-recognition,tensorflow,tensorflow-lite,tensorflow-serving,text-classification,text-generation",https://github.com/didi/delta,https://delta-didi.readthedocs.io/,GitHub,False,2019-05-29 08:33:57 UTC,2019-11-18 07:01:24 UTC,2019-11-18 07:03:44 UTC,45688.0,Python,True,True,False,197.0,,7.0,master,44.0,189184276,,Apache-2.0,12,README.md,,CONTRIBUTING.md,LICENSE,,,,,2019-10-25 02:00:18 UTC,6,GitHub,,git,,,delta,didi,delta,39651144
382,27378703,y,2,,dbscan,bowbowbow/DBSCAN,16.0,c++ implementation of clustering by DBSCAN,"algorithm,clustering,cpp,data-science,dbscan,machine-learning",https://github.com/bowbowbow/DBSCAN,,GitHub,False,2017-08-15 06:27:11 UTC,2019-04-01 18:17:50 UTC,2019-01-06 17:14:48 UTC,176.0,C++,True,True,False,9.0,,1.0,master,1.0,100346046,,MIT,1,README.md,,,,,,,,2017-08-15 06:42:50 UTC,5,GitHub,,git,,,DBSCAN,bowbowbow,dbscan,27378703
384,38011472,y,2,,cortex,cortexlabs/cortex,1930.0,Deploy machine learning models in production,"aws,deep-learning,deployment,machine-learning",https://github.com/cortexlabs/cortex,https://cortex.dev/,GitHub,False,2019-01-24 04:43:14 UTC,2019-12-26 16:10:35 UTC,2019-12-26 16:13:43 UTC,3234.0,Go,True,False,False,115.0,,75.0,master,48.0,167304464,,Apache-2.0,4,README.md,,,LICENSE,CODE_OF_CONDUCT.md,,,,2019-02-16 02:27:45 UTC,5,GitHub,,git,,,cortex,cortexlabs,cortex,38011472
385,14427917,y,2,,cortex,originrose/cortex,1137.0,Machine learning in Clojure,,https://github.com/originrose/cortex,,GitHub,False,2016-09-27 17:03:43 UTC,2019-05-22 07:12:41 UTC,2018-09-10 20:29:23 UTC,5249.0,Clojure,True,True,False,96.0,,31.0,master,103.0,69379559,,EPL-1.0,12,README.md,,,,,,,,2016-11-24 17:29:46 UTC,7,GitHub,,git,,,cortex,originrose,cortex,14427917
386,24218227,y,2,PaddleCloud,cloud,PaddlePaddle/cloud,66.0,PaddleCloud distributed training job scheduling,"deep-learning,kubernetes-cluster,paddlepaddle-cloud",https://github.com/PaddlePaddle/cloud,,GitHub,False,2017-04-26 13:35:42 UTC,2018-08-02 05:46:04 UTC,2018-06-19 06:55:39 UTC,12540.0,JavaScript,True,True,False,33.0,,174.0,develop,23.0,89484677,,Apache-2.0,2,README.md,,,,,,,,2017-05-15 03:09:03 UTC,5,GitHub,,git,,,cloud,PaddlePaddle,cloud,24218227
387,36852984,y,2,,cloud,for-ai/cloud,21.0,Cloud instance management for deep learning applications.,,https://github.com/for-ai/cloud,,GitHub,False,2018-10-20 15:22:30 UTC,2020-01-06 20:31:50 UTC,2020-01-06 20:27:32 UTC,52.0,Python,True,True,False,2.0,,2.0,master,7.0,153919248,,GPL-3.0,4,README.md,,,LICENSE,,,,,2020-01-06 20:31:50 UTC,6,GitHub,,git,,,cloud,for-ai,cloud,36852984
388,37290555,y,2,,cirrus,ucbrise/cirrus,38.0,Serverless ML Framework,"distributed-systems,jupyter-notebook,machine-learning,serverless",https://github.com/ucbrise/cirrus,,GitHub,False,2018-06-14 22:42:58 UTC,2019-03-25 18:48:13 UTC,2018-11-18 23:39:08 UTC,60421.0,C++,True,True,False,2.0,,2.0,master,3.0,137416400,,Apache-2.0,4,README.md,,,LICENSE,,,,,2018-12-03 21:57:56 UTC,7,GitHub,,git,,,cirrus,ucbrise,cirrus,37290555
390,11609201,y,2,,chimp,tadasv/chimp,62.0,Machine learning for humans,,https://github.com/tadasv/chimp,,GitHub,False,2013-10-16 01:05:36 UTC,2016-12-29 19:28:11 UTC,2014-01-08 04:11:06 UTC,772.0,C++,True,True,False,7.0,,11.0,master,9.0,13606376,,MIT,1,README.md,,,LICENSE,,,,,2016-07-09 13:03:36 UTC,5,GitHub,,,,,chimp,tadasv,chimp,11609201
391,7073535,y,2,,chimp,sisl/Chimp,57.0,General purpose framework for deep reinforcement learning,,https://github.com/sisl/Chimp,,GitHub,False,2015-08-19 21:16:35 UTC,2017-11-24 19:04:28 UTC,2017-03-06 16:35:46 UTC,2194.0,Python,True,True,False,11.0,,9.0,master,66.0,41060205,,Apache-2.0,3,README.md,,,LICENSE,,,,,2017-11-24 19:04:27 UTC,5,GitHub,,git,,,Chimp,sisl,chimp,7073535
392,36671021,y,2,,catalyst,catalyst-team/catalyst,1368.0,Accelerated DL & RL,"augmentation,catalyst,classification,computer-vision,deep-learning,detection,distributed-computing,image-classification,image-processing,image-segmentation,infrastructure,machine-learning,object-detection,pipeline,python,pytorch,reinforcement-learning,reproducibility,research,segmentation",https://github.com/catalyst-team/catalyst,https://catalyst-team.github.io/catalyst/,GitHub,False,2018-08-20 07:56:13 UTC,2020-01-02 07:45:57 UTC,2020-01-02 07:44:58 UTC,11158.0,Python,True,True,True,173.0,,32.0,master,37.0,145385156,,Apache-2.0,45,README.md,,CONTRIBUTING.md,LICENSE,CODE_OF_CONDUCT.md,,,,2019-12-31 10:50:52 UTC,10,GitHub,,git,,,catalyst,catalyst-team,catalyst,36671021
393,40313495,y,2,,catalyst,curiosity-ai/catalyst,54.0,"🚀 Catalyst is a C# Natural Language Processing library built for speed. Inspired by spaCy's design, it brings pre-trained models, out-of-the box support for training word and document embeddings, and flexible entity recognition models.","ai,artificial-intelligence,csharp,embeddings,machine-learning,natural-language-processing,natural-language-understanding,nlp",https://github.com/curiosity-ai/catalyst,,GitHub,False,2019-08-04 09:00:12 UTC,2019-11-10 20:02:01 UTC,2019-11-09 11:08:45 UTC,773.0,C#,True,True,False,6.0,,13.0,master,10.0,200471228,,MIT,2,README.md,,CONTRIBUTING.md,LICENSE,,,,,2019-11-10 20:02:01 UTC,4,GitHub,,git,,,catalyst,curiosity-ai,catalyst,40313495
396,851994,y,2,,caffe,BVLC/caffe,29655.0,Caffe: a fast open framework for deep learning.,"deep-learning,machine-learning,vision",https://github.com/BVLC/caffe,http://caffe.berkeleyvision.org/,GitHub,False,2013-09-12 18:39:48 UTC,2019-12-20 16:28:13 UTC,2019-12-12 09:30:11 UTC,76158.0,C++,True,True,True,17906.0,,1085.0,master,2230.0,12791642,,Other,132,,,,,,,,,2017-11-24 18:50:38 UTC,10,GitHub,,git,,,caffe,BVLC,caffe,851994
398,27956201,y,2,,brain,ReconfigureIO/brain,19.0,This repo contains Go implementation and corresponding APIs for acceleration of Binarized Neural Network (BNN) on FPGAs.,"acceleration,bnn-fpga,golang-package,machine-learning,neural-networks",https://github.com/ReconfigureIO/brain,,GitHub,False,2017-08-27 10:59:41 UTC,2019-09-18 14:00:25 UTC,2018-11-13 00:35:36 UTC,13284.0,Go,True,True,False,2.0,,1.0,master,4.0,101546515,,Apache-2.0,1,README.md,,,LICENSE,,,,,2017-08-30 14:32:48 UTC,4,GitHub,,git,,,brain,ReconfigureIO,brain,27956201
400,40784040,y,2,,bolt,huawei-noah/bolt,209.0,Bolt is a deep learning toolbox with high performance and heterogeneous flexibility.,,https://github.com/huawei-noah/bolt,,GitHub,False,2019-12-02 12:06:12 UTC,2019-12-13 00:56:00 UTC,2019-12-07 15:07:34 UTC,469.0,C++,True,True,False,39.0,,4.0,master,17.0,225365905,,MIT,2,README.md,CHANGELOG.md,,LICENSE.md,,,,,2019-12-13 00:56:00 UTC,5,GitHub,,git,,,bolt,huawei-noah,bolt,40784040
401,19562400,y,2,,bolt,dblalock/bolt,25.0,Fast approximate vector operations,"compression,data-mining,database,machine-learning",https://github.com/dblalock/bolt,,GitHub,False,2017-02-01 23:11:16 UTC,2018-04-28 09:00:28 UTC,2018-03-28 04:03:11 UTC,9037.0,C++,True,True,False,5.0,,3.0,master,3.0,80674179,,MPL-2.0,1,README.md,,,LICENSE.md,,,,,2017-06-07 19:24:57 UTC,5,GitHub,,git,,,bolt,dblalock,bolt,19562400
402,681624,y,2,,bob,idiap/bob,268.0,"Bob is a free signal-processing and machine learning toolbox originally developed by the Biometrics group at Idiap Research Institute, in Switzerland.",,https://github.com/idiap/bob,http://idiap.ch/software/bob/,GitHub,False,2012-02-01 13:52:00 UTC,2019-11-01 10:45:43 UTC,2016-10-21 13:42:49 UTC,147225.0,,False,False,True,99.0,,9.0,master,54.0,3325181,,BSD-3-Clause,14,README.md,,,,,,,,2019-11-01 10:45:43 UTC,9,GitHub,,git,,,bob,idiap,bob,681624
